strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/SP133073/KY620653/UNKNOWN/2014	KY620653	ncbi	?	?	?	2014-02-14	?	?	?
HCV/SP146741/KY620654/UNKNOWN/2014	KY620654	ncbi	?	?	?	2014-02-14	?	?	?
HCV/SP150610/KY620655/UNKNOWN/2014	KY620655	ncbi	?	?	?	2014-02-14	?	?	3
HCV/SP133692/KY620656/UNKNOWN/2014	KY620656	ncbi	?	?	?	2014-02-28	?	?	?
HCV/SP107292/KY620657/UNKNOWN/2014	KY620657	ncbi	?	?	?	2014-02-24	?	?	3
HCV/SP171443/KY620658/UNKNOWN/2014	KY620658	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP182421/KY620659/UNKNOWN/2014	KY620659	ncbi	?	?	?	2014-02-14	?	?	3
HCV/SP197619/KY620660/UNKNOWN/2014	KY620660	ncbi	?	?	?	2014-02-14	?	?	?
HCV/SP113214/KY620661/UNKNOWN/2014	KY620661	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP105113/KY620662/UNKNOWN/2014	KY620662	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP133542/KY620663/UNKNOWN/2014	KY620663	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP149431/KY620664/UNKNOWN/2014	KY620664	ncbi	?	?	?	2014-02-18	?	?	?
HCV/SP156554/KY620665/UNKNOWN/2014	KY620665	ncbi	?	?	?	2014-02-18	?	?	?
HCV/SP147036/KY620666/UNKNOWN/2014	KY620666	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP101124/KY620667/UNKNOWN/2014	KY620667	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP132571/KY620668/UNKNOWN/2014	KY620668	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP193748/KY620669/UNKNOWN/2014	KY620669	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP127376/KY620670/UNKNOWN/2014	KY620670	ncbi	?	?	?	2014-02-25	?	?	3
HCV/SP145389/KY620671/UNKNOWN/2014	KY620671	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP147944/KY620672/UNKNOWN/2014	KY620672	ncbi	?	?	?	2014-02-26	?	?	?
HCV/SP163048/KY620673/UNKNOWN/2014	KY620673	ncbi	?	?	?	2014-02-25	?	?	?
HCV/SP146277/KY620674/UNKNOWN/2014	KY620674	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP135292/KY620675/UNKNOWN/2014	KY620675	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP123469/KY620676/UNKNOWN/2014	KY620676	ncbi	?	?	?	2014-02-21	?	?	?
HCV/SP152976/KY620677/UNKNOWN/2014	KY620677	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP187120/KY620678/UNKNOWN/2014	KY620678	ncbi	?	?	?	2014-02-26	?	?	?
HCV/SP117756/KY620679/UNKNOWN/2014	KY620679	ncbi	?	?	?	2014-02-26	?	?	?
HCV/SP183749/KY620680/UNKNOWN/2014	KY620680	ncbi	?	?	?	2014-02-25	?	?	?
HCV/SP176316/KY620681/UNKNOWN/2014	KY620681	ncbi	?	?	?	2014-03-14	?	?	?
HCV/SP164943/KY620682/UNKNOWN/2014	KY620682	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP191998/KY620683/UNKNOWN/2014	KY620683	ncbi	?	?	?	2014-03-03	?	?	3
HCV/SP171101/KY620684/UNKNOWN/2014	KY620684	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP185621/KY620685/UNKNOWN/2014	KY620685	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP166876/KY620686/UNKNOWN/2014	KY620686	ncbi	?	?	?	2014-02-27	?	?	?
HCV/SP198140/KY620687/UNKNOWN/2014	KY620687	ncbi	?	?	?	2014-03-04	?	?	?
HCV/SP186770/KY620688/UNKNOWN/2014	KY620688	ncbi	?	?	?	2014-02-25	?	?	?
HCV/SP197368/KY620689/UNKNOWN/2014	KY620689	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP189489/KY620690/UNKNOWN/2014	KY620690	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP119089/KY620691/UNKNOWN/2014	KY620691	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP136145/KY620692/UNKNOWN/2014	KY620692	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP103793/KY620693/UNKNOWN/2014	KY620693	ncbi	?	?	?	2014-02-26	?	?	?
HCV/SP162258/KY620694/UNKNOWN/2014	KY620694	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP181490/KY620695/UNKNOWN/2014	KY620695	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP192364/KY620696/UNKNOWN/2014	KY620696	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP145285/KY620697/UNKNOWN/2014	KY620697	ncbi	?	?	?	2014-02-24	?	?	3
HCV/SP179638/KY620698/UNKNOWN/2014	KY620698	ncbi	?	?	?	2014-02-27	?	?	3
HCV/SP135791/KY620699/UNKNOWN/2014	KY620699	ncbi	?	?	?	2014-02-24	?	?	?
HCV/SP125211/KY620700/UNKNOWN/2014	KY620700	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP149223/KY620701/UNKNOWN/2014	KY620701	ncbi	?	?	?	2014-03-05	?	?	?
HCV/SP135364/KY620702/UNKNOWN/2014	KY620702	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP196318/KY620703/UNKNOWN/2014	KY620703	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP176778/KY620704/UNKNOWN/2014	KY620704	ncbi	?	?	?	2014-03-04	?	?	3
HCV/SP149872/KY620705/UNKNOWN/2014	KY620705	ncbi	?	?	?	2014-03-04	?	?	?
HCV/SP101167/KY620706/UNKNOWN/2014	KY620706	ncbi	?	?	?	2014-02-26	?	?	?
HCV/SP122119/KY620707/UNKNOWN/2014	KY620707	ncbi	?	?	?	2014-02-25	?	?	?
HCV/SP178363/KY620708/UNKNOWN/2014	KY620708	ncbi	?	?	?	2014-02-28	?	?	?
HCV/SP100636/KY620709/UNKNOWN/2014	KY620709	ncbi	?	?	?	2014-02-27	?	?	?
HCV/SP178170/KY620710/UNKNOWN/2014	KY620710	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP104344/KY620711/UNKNOWN/2014	KY620711	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP164575/KY620712/UNKNOWN/2014	KY620712	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP107442/KY620713/UNKNOWN/2014	KY620713	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP151873/KY620714/UNKNOWN/2014	KY620714	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP151129/KY620715/UNKNOWN/2014	KY620715	ncbi	?	?	?	2014-03-10	?	?	3
HCV/SP188326/KY620716/UNKNOWN/2014	KY620716	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP131922/KY620717/UNKNOWN/2014	KY620717	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP115906/KY620718/UNKNOWN/2014	KY620718	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP183236/KY620719/UNKNOWN/2014	KY620719	ncbi	?	?	?	2014-03-05	?	?	3
HCV/SP137489/KY620720/UNKNOWN/2014	KY620720	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP137018/KY620721/UNKNOWN/2014	KY620721	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP186097/KY620722/UNKNOWN/2014	KY620722	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP136088/KY620723/UNKNOWN/2014	KY620723	ncbi	?	?	?	2014-03-05	?	?	?
HCV/SP180267/KY620724/UNKNOWN/2014	KY620724	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP134116/KY620725/UNKNOWN/2014	KY620725	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP120006/KY620726/UNKNOWN/2014	KY620726	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP187541/KY620727/UNKNOWN/2014	KY620727	ncbi	?	?	?	2014-03-03	?	?	?
HCV/SP137053/KY620728/UNKNOWN/2014	KY620728	ncbi	?	?	?	2014-03-10	?	?	3
HCV/SP126651/KY620729/UNKNOWN/2014	KY620729	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP177915/KY620730/UNKNOWN/2014	KY620730	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP197012/KY620731/UNKNOWN/2014	KY620731	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP198192/KY620732/UNKNOWN/2014	KY620732	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP169868/KY620733/UNKNOWN/2014	KY620733	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP155136/KY620734/UNKNOWN/2014	KY620734	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP174224/KY620735/UNKNOWN/2014	KY620735	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP146738/KY620736/UNKNOWN/2014	KY620736	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP144169/KY620737/UNKNOWN/2014	KY620737	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP155456/KY620738/UNKNOWN/2014	KY620738	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP188146/KY620739/UNKNOWN/2014	KY620739	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP121135/KY620740/UNKNOWN/2014	KY620740	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP173117/KY620741/UNKNOWN/2014	KY620741	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP170049/KY620742/UNKNOWN/2014	KY620742	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP175688/KY620743/UNKNOWN/2014	KY620743	ncbi	?	?	?	2014-03-14	?	?	?
HCV/SP180208/KY620744/UNKNOWN/2014	KY620744	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP146881/KY620745/UNKNOWN/2014	KY620745	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP170396/KY620746/UNKNOWN/2014	KY620746	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP145136/KY620747/UNKNOWN/2014	KY620747	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP134668/KY620748/UNKNOWN/2014	KY620748	ncbi	?	?	?	2014-03-11	?	?	3
HCV/SP136037/KY620749/UNKNOWN/2014	KY620749	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP155173/KY620750/UNKNOWN/2014	KY620750	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP178426/KY620751/UNKNOWN/2014	KY620751	ncbi	?	?	?	2014-03-12	?	?	?
HCV/SP181905/KY620752/UNKNOWN/2014	KY620752	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP123089/KY620753/UNKNOWN/2014	KY620753	ncbi	?	?	?	2014-03-12	?	?	3
HCV/SP157109/KY620754/UNKNOWN/2014	KY620754	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP188390/KY620755/UNKNOWN/2014	KY620755	ncbi	?	?	?	2014-03-06	?	?	?
HCV/SP197589/KY620756/UNKNOWN/2014	KY620756	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP193474/KY620757/UNKNOWN/2014	KY620757	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP193406/KY620758/UNKNOWN/2014	KY620758	ncbi	?	?	?	2014-03-07	?	?	3
HCV/SP119170/KY620759/UNKNOWN/2014	KY620759	ncbi	?	?	?	2014-03-13	?	?	?
HCV/SP117394/KY620760/UNKNOWN/2014	KY620760	ncbi	?	?	?	2014-03-10	?	?	?
HCV/SP144732/KY620761/UNKNOWN/2014	KY620761	ncbi	?	?	?	2014-03-18	?	?	?
HCV/SP141051/KY620762/UNKNOWN/2014	KY620762	ncbi	?	?	?	2014-03-18	?	?	?
HCV/SP151666/KY620763/UNKNOWN/2014	KY620763	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP170576/KY620764/UNKNOWN/2014	KY620764	ncbi	?	?	?	2014-03-07	?	?	?
HCV/SP191450/KY620765/UNKNOWN/2014	KY620765	ncbi	?	?	?	2014-03-14	?	?	?
HCV/SP193092/KY620766/UNKNOWN/2014	KY620766	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP183617/KY620767/UNKNOWN/2014	KY620767	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP158036/KY620768/UNKNOWN/2014	KY620768	ncbi	?	?	?	2014-03-27	?	?	?
HCV/SP147062/KY620769/UNKNOWN/2014	KY620769	ncbi	?	?	?	2014-03-12	?	?	?
HCV/SP164852/KY620770/UNKNOWN/2014	KY620770	ncbi	?	?	?	2014-03-14	?	?	?
HCV/SP114175/KY620771/UNKNOWN/2014	KY620771	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP113570/KY620772/UNKNOWN/2014	KY620772	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP156178/KY620773/UNKNOWN/2014	KY620773	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP199812/KY620774/UNKNOWN/2014	KY620774	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP160388/KY620775/UNKNOWN/2014	KY620775	ncbi	?	?	?	2014-03-19	?	?	3
HCV/SP125624/KY620776/UNKNOWN/2014	KY620776	ncbi	?	?	?	2014-03-14	?	?	?
HCV/SP157827/KY620777/UNKNOWN/2014	KY620777	ncbi	?	?	?	2014-03-20	?	?	?
HCV/SP168755/KY620778/UNKNOWN/2014	KY620778	ncbi	?	?	?	2014-03-12	?	?	?
HCV/SP187915/KY620779/UNKNOWN/2014	KY620779	ncbi	?	?	?	2014-03-11	?	?	?
HCV/SP181377/KY620780/UNKNOWN/2014	KY620780	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP168993/KY620781/UNKNOWN/2014	KY620781	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP172179/KY620782/UNKNOWN/2014	KY620782	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP130509/KY620783/UNKNOWN/2014	KY620783	ncbi	?	?	?	2014-03-13	?	?	3
HCV/SP185934/KY620784/UNKNOWN/2014	KY620784	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP158841/KY620785/UNKNOWN/2014	KY620785	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP130177/KY620786/UNKNOWN/2014	KY620786	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP128918/KY620787/UNKNOWN/2014	KY620787	ncbi	?	?	?	2014-03-20	?	?	?
HCV/SP169747/KY620788/UNKNOWN/2014	KY620788	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP189503/KY620789/UNKNOWN/2014	KY620789	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP136113/KY620790/UNKNOWN/2014	KY620790	ncbi	?	?	?	2014-03-21	?	?	3
HCV/SP109841/KY620791/UNKNOWN/2014	KY620791	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP128168/KY620792/UNKNOWN/2014	KY620792	ncbi	?	?	?	2014-03-17	?	?	3
HCV/SP139482/KY620793/UNKNOWN/2014	KY620793	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP125456/KY620794/UNKNOWN/2014	KY620794	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP170387/KY620795/UNKNOWN/2014	KY620795	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP128058/KY620796/UNKNOWN/2014	KY620796	ncbi	?	?	?	2014-03-21	?	?	?
HCV/SP150077/KY620797/UNKNOWN/2014	KY620797	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP158387/KY620798/UNKNOWN/2014	KY620798	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP179676/KY620799/UNKNOWN/2014	KY620799	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP191590/KY620800/UNKNOWN/2014	KY620800	ncbi	?	?	?	2014-03-20	?	?	?
HCV/SP192325/KY620801/UNKNOWN/2014	KY620801	ncbi	?	?	?	2014-03-20	?	?	?
HCV/SP151380/KY620802/UNKNOWN/2014	KY620802	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP104815/KY620803/UNKNOWN/2014	KY620803	ncbi	?	?	?	2014-03-21	?	?	?
HCV/SP143593/KY620804/UNKNOWN/2014	KY620804	ncbi	?	?	?	2014-03-20	?	?	?
HCV/SP168575/KY620805/UNKNOWN/2014	KY620805	ncbi	?	?	?	2014-03-17	?	?	?
HCV/SP190204/KY620806/UNKNOWN/2014	KY620806	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP192709/KY620807/UNKNOWN/2014	KY620807	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP104469/KY620808/UNKNOWN/2014	KY620808	ncbi	?	?	?	2014-03-18	?	?	3
HCV/SP142988/KY620809/UNKNOWN/2014	KY620809	ncbi	?	?	?	2014-03-18	?	?	?
HCV/SP181156/KY620810/UNKNOWN/2014	KY620810	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP111470/KY620811/UNKNOWN/2014	KY620811	ncbi	?	?	?	2014-03-19	?	?	?
HCV/SP145142/KY620812/UNKNOWN/2014	KY620812	ncbi	?	?	?	2014-03-24	?	?	3
HCV/SP117607/KY620813/UNKNOWN/2014	KY620813	ncbi	?	?	?	2014-03-21	?	?	?
HCV/SP156208/KY620814/UNKNOWN/2014	KY620814	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP165564/KY620815/UNKNOWN/2014	KY620815	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP182644/KY620816/UNKNOWN/2014	KY620816	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP185018/KY620817/UNKNOWN/2014	KY620817	ncbi	?	?	?	2014-04-04	?	?	?
HCV/SP117444/KY620818/UNKNOWN/2014	KY620818	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP167968/KY620819/UNKNOWN/2014	KY620819	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP197867/KY620820/UNKNOWN/2014	KY620820	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP197160/KY620821/UNKNOWN/2014	KY620821	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP101838/KY620822/UNKNOWN/2014	KY620822	ncbi	?	?	?	2014-04-01	?	?	?
HCV/SP144485/KY620823/UNKNOWN/2014	KY620823	ncbi	?	?	?	2014-03-20	?	?	3
HCV/SP123592/KY620824/UNKNOWN/2014	KY620824	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP160280/KY620825/UNKNOWN/2014	KY620825	ncbi	?	?	?	2014-03-27	?	?	?
HCV/SP199150/KY620826/UNKNOWN/2014	KY620826	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP190658/KY620827/UNKNOWN/2014	KY620827	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP109919/KY620828/UNKNOWN/2014	KY620828	ncbi	?	?	?	2014-03-24	?	?	?
HCV/SP155550/KY620829/UNKNOWN/2014	KY620829	ncbi	?	?	?	2014-04-01	?	?	?
HCV/SP153496/KY620830/UNKNOWN/2014	KY620830	ncbi	?	?	?	2014-04-01	?	?	?
HCV/SP155883/KY620831/UNKNOWN/2014	KY620831	ncbi	?	?	?	2014-03-27	?	?	?
HCV/SP151949/KY620832/UNKNOWN/2014	KY620832	ncbi	?	?	?	2014-03-24	?	?	3
HCV/SP123278/KY620833/UNKNOWN/2014	KY620833	ncbi	?	?	?	2014-03-26	?	?	?
HCV/SP115698/KY620834/UNKNOWN/2014	KY620834	ncbi	?	?	?	2014-03-20	?	?	3
HCV/SP116028/KY620835/UNKNOWN/2014	KY620835	ncbi	?	?	?	2014-03-26	?	?	?
HCV/SP117879/KY620836/UNKNOWN/2014	KY620836	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP141988/KY620837/UNKNOWN/2014	KY620837	ncbi	?	?	?	2014-03-26	?	?	?
HCV/SP182055/KY620838/UNKNOWN/2014	KY620838	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP183826/KY620839/UNKNOWN/2014	KY620839	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP137115/KY620840/UNKNOWN/2014	KY620840	ncbi	?	?	?	2014-03-25	?	?	?
HCV/SP122831/KY620841/UNKNOWN/2014	KY620841	ncbi	?	?	?	2014-03-25	?	?	3
HCV/SP151861/KY620842/UNKNOWN/2014	KY620842	ncbi	?	?	?	2014-04-01	?	?	3
HCV/SP105162/KY620843/UNKNOWN/2014	KY620843	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP106783/KY620844/UNKNOWN/2014	KY620844	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP144364/KY620845/UNKNOWN/2014	KY620845	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP117210/KY620846/UNKNOWN/2014	KY620846	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP103917/KY620847/UNKNOWN/2014	KY620847	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP100227/KY620848/UNKNOWN/2014	KY620848	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP100493/KY620849/UNKNOWN/2014	KY620849	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP182530/KY620850/UNKNOWN/2014	KY620850	ncbi	?	?	?	2014-03-26	?	?	?
HCV/SP127882/KY620851/UNKNOWN/2014	KY620851	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP189842/KY620852/UNKNOWN/2014	KY620852	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP103391/KY620853/UNKNOWN/2014	KY620853	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP109004/KY620854/UNKNOWN/2014	KY620854	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP102157/KY620855/UNKNOWN/2014	KY620855	ncbi	?	?	?	2014-04-01	?	?	?
HCV/SP132310/KY620856/UNKNOWN/2014	KY620856	ncbi	?	?	?	2014-04-01	?	?	?
HCV/SP190486/KY620857/UNKNOWN/2014	KY620857	ncbi	?	?	?	2014-04-01	?	?	3
HCV/SP127579/KY620858/UNKNOWN/2014	KY620858	ncbi	?	?	?	2014-04-02	?	?	3
HCV/SP197710/KY620859/UNKNOWN/2014	KY620859	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP175420/KY620860/UNKNOWN/2014	KY620860	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP156938/KY620861/UNKNOWN/2014	KY620861	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP126776/KY620862/UNKNOWN/2014	KY620862	ncbi	?	?	?	2014-03-27	?	?	?
HCV/SP187686/KY620863/UNKNOWN/2014	KY620863	ncbi	?	?	?	2014-03-27	?	?	3
HCV/SP187040/KY620864/UNKNOWN/2014	KY620864	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP156832/KY620865/UNKNOWN/2014	KY620865	ncbi	?	?	?	2014-03-26	?	?	3
HCV/SP172479/KY620866/UNKNOWN/2014	KY620866	ncbi	?	?	?	2014-04-02	?	?	?
HCV/SP192597/KY620867/UNKNOWN/2014	KY620867	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP126872/KY620868/UNKNOWN/2014	KY620868	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP167097/KY620869/UNKNOWN/2014	KY620869	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP171043/KY620870/UNKNOWN/2014	KY620870	ncbi	?	?	?	2014-04-02	?	?	3
HCV/SP129388/KY620871/UNKNOWN/2014	KY620871	ncbi	?	?	?	2014-03-27	?	?	?
HCV/SP144795/KY620872/UNKNOWN/2014	KY620872	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP136582/KY620873/UNKNOWN/2014	KY620873	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP161684/KY620874/UNKNOWN/2014	KY620874	ncbi	?	?	?	2014-03-31	?	?	?
HCV/SP140721/KY620875/UNKNOWN/2014	KY620875	ncbi	?	?	?	2014-03-28	?	?	?
HCV/SP198579/KY620876/UNKNOWN/2014	KY620876	ncbi	?	?	?	2014-04-02	?	?	?
HCV/SP175464/KY620877/UNKNOWN/2014	KY620877	ncbi	?	?	?	2014-04-02	?	?	?
HCV/SP117541/KY620878/UNKNOWN/2014	KY620878	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP108000/KY620879/UNKNOWN/2014	KY620879	ncbi	?	?	?	2014-03-31	?	?	3
HCV/SP110849/KY620880/UNKNOWN/2014	KY620880	ncbi	?	?	?	2014-04-07	?	?	?
HCV/CP16/KY014622/CHINA/2012	KY014622	ncbi	China	?	?	2012-XX-XX	?	?	6
HCV/SC162/KY120328/CHINA/2005	KY120328	ncbi	China	?	?	2005-05-09	?	?	1
HCV/SC206/KY120329/CHINA/2002	KY120329	ncbi	China	?	?	2002-11-05	?	?	6
HCV/SC031/KY120330/CHINA/2002	KY120330	ncbi	China	?	?	2002-11-23	?	?	6
HCV/XJN0021/KY120331/CHINA/2003	KY120331	ncbi	China	?	?	2003-08-02	?	?	1
HCV/XJN0041/KY120332/CHINA/2003	KY120332	ncbi	China	?	?	2003-08-03	?	?	3
HCV/2B_BASLSH10/KX621545/USA/2006	KX621545	ncbi	USA	?	?	2006-11-30	2b	2	?
HCV/2B_BBA50110/KX621546/USA/2007	KX621546	ncbi	USA	?	?	2007-12-10	2b	2	2
HCV/2B_BBA50179/KX621547/USA/2009	KX621547	ncbi	USA	?	?	2009-10-23	2b	2	2
HCV/2B_BBA50267/KX621548/USA/2010	KX621548	ncbi	USA	?	?	2010-09-08	2b	2	2
HCV/2B_BBA50311/KX621549/USA/2010	KX621549	ncbi	USA	?	?	2010-01-06	2b	2	2
HCV/2B_HITP300289/KX621550/AUSTRALIA/2007	KX621550	ncbi	Australia	?	?	2007-09-17	2b	2	2
HCV/2B_UFOHG0012/KX621551/USA/2000	KX621551	ncbi	USA	?	?	2000-04-26	2b	2	2
HCV/2B_UFOHG0041/KX621552/USA/2000	KX621552	ncbi	USA	?	?	2000-07-17	2b	2	2
HCV/2B_UFOMN0029/KX621554/USA/2001	KX621554	ncbi	USA	?	?	2001-05-21	2b	2	2
HCV/2B_UFOTH0088/KX621555/USA/2007	KX621555	ncbi	USA	?	?	2007-10-30	2b	2	?
HCV/2B_UFOVT0050/KX621556/USA/2005	KX621556	ncbi	USA	?	?	2005-03-01	2b	2	2
HCV/HC14-2357/LC150893/JAPAN/2008	LC150893	ncbi	Japan	Mito	?	2008-08-26	?	?	?
HCV/AUS_101/KX621422/AUSTRALIA/2004	KX621422	ncbi	Australia	?	?	2004-06-24	?	?	1
HCV/AUS_102/KX621423/AUSTRALIA/2004	KX621423	ncbi	Australia	?	?	2004-07-08	?	?	1
HCV/AUS_116/KX621424/AUSTRALIA/2006	KX621424	ncbi	Australia	?	?	2006-03-24	?	?	1
HCV/AUS_118/KX621425/AUSTRALIA/2006	KX621425	ncbi	Australia	?	?	2006-05-18	?	?	1
HCV/AUS_124/KX621426/AUSTRALIA/2007	KX621426	ncbi	Australia	?	?	2007-02-20	?	?	3
HCV/AUS_133/KX621427/AUSTRALIA/2007	KX621427	ncbi	Australia	?	?	2007-10-24	?	?	1
HCV/AUS_135/KX621428/AUSTRALIA/2008	KX621428	ncbi	Australia	?	?	2008-01-03	?	?	3
HCV/AUS_606/KX621429/AUSTRALIA/2004	KX621429	ncbi	Australia	?	?	2004-11-04	?	?	3
HCV/AUS_807/KX621430/AUSTRALIA/2005	KX621430	ncbi	Australia	?	?	2005-11-10	?	?	1
HCV/AUS_808/KX621431/AUSTRALIA/2005	KX621431	ncbi	Australia	?	?	2005-11-14	?	?	3
HCV/AUS_811/KX621432/AUSTRALIA/2007	KX621432	ncbi	Australia	?	?	2007-01-15	?	?	3
