strain	clade_membership	accession	date	source	country	original_annotated_genotype	original_annotated_subtype
1A_HCV-1A/CH/BID-V262/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V221/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
HCV/1A_10069_2A21/KT734516/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB2/KT734542/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA6/KT734531/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA20/KT734529/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA1/KT734523/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB19/KT734541/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_C6/KT734596/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FA4/KT734530/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_B6/KT734593/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069JULY23_A3/KT734588/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FA14/KT734525/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_A5/KT734590/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069JULY23_C4/KT734595/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FB4/KT734543/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA9/KT734534/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_C2/KT734594/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2F14/KT734517/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA10/KT734524/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2F29/KT734522/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB7/KT734544/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_A4/KT734589/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2F27/KT734521/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB12/KT734536/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_T6/KT734599/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FB14/KT734538/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_B5/KT734592/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FB13/KT734537/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA7/KT734532/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_A6/KT734591/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2FB10/KT734535/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069JULY23_G14/KT734597/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069JULY23_T3/KT734598/USA/2009	1		2009-07-23	ncbi	USA	1	1a
HCV/1A_10069_2F15/KT734518/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA17/KT734526/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2F19/KT734520/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA18/KT734527/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA8/KT734533/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB17/KT734540/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FA19/KT734528/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2FB16/KT734539/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_2F18/KT734519/USA/2009	1		2009-07-08	ncbi	USA	1	1a
HCV/1A_10069_7B13/KT734569/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A29/KT734561/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B10/KT734567/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B4/KT734578/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A13/KT734549/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B19/KT734575/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7T6/KT734586/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B16/KT734572/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7T5/KT734585/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A10/KT734546/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B2/KT734576/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A21/KT734557/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7T7/KT734587/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B18/KT734574/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A4/KT734563/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A20/KT734556/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A24/KT734559/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B6/KT734580/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A19/KT734554/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A18/KT734553/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A25/KT734560/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A11/KT734547/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A12/KT734548/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A5/KT734564/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B20/KT734577/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7T3/KT734583/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A17/KT734552/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7T4/KT734584/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B8/KT734581/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B12/KT734568/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B14/KT734570/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A2/KT734555/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A23/KT734558/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A1/KT734545/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B15/KT734571/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A15/KT734551/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B9/KT734582/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A6/KT734565/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A8/KT734566/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A3/KT734562/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B5/KT734579/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7A14/KT734550/USA/2009	1		2009-11-25	ncbi	USA	1	1a
HCV/1A_10069_7B17/KT734573/USA/2009	1		2009-11-25	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V437/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V3201/JX463569/USA/2001	1		2001-10-17	ncbi	USA	1	1a
HCV/1A_V3214/JX463624/USA/2004	1		2004-11-03	ncbi	USA	1	1a
HCV/1A_012/LC368320/JAPAN/2008	1		2008-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V333/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V334/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_V3180/JX463539/USA/2002	1		2002-11-06	ncbi	USA	1	1a
HCV/1A_V3196/JX463600/USA/2005	1		2005-12-12	ncbi	USA	1	1a
HCV/1A_V3208/JX463576/USA/2003	1		2003-10-29	ncbi	USA	1	1a
HCV/1A_V3350/JX463641/USA/2007	1		2007-01-31	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V9/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V7/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V8/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/1701/JX472006/USA/2003	1		2003-XX-XX	ncbi	USA		
1A_HCV-1A/US/BID-V404/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V102/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V39/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_V2527/JX463566/USA/2003	1		2003-06-02	ncbi	USA	1	1a
HCV/1A_V3221/JX463630/USA/2006	1		2006-05-01	ncbi	USA	1	1a
1A_HCV-1A/DE/BID-V1562/2005	1		2005-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/US/BID-V400/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V112/2003	1		2003-XX-XX	ncbi	USA	1	1a
HCV/1A_V3206/JX463574/USA/2003	1		2003-08-19	ncbi	USA	1	1a
HCV/1A_V3340/JX463635/USA/2006	1		2006-08-15	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V177/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V405/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V165/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V198/1989	1		1989-XX-XX	ncbi	USA	1	1a
HCV/1A_V3203/JX463571/USA/2002	1		2002-04-17	ncbi	USA	1	1a
HCV/1A_V3215/JX463625/USA/2005	1		2005-06-06	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V702/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_ZS30/KC844049/CHINA/2009	1		2009-XX-XX	ncbi	China	1	1a
1A_HCV-1A/US/BID-V451/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/UFOTL0191/KX621533/USA/2001	1		2001-10-29	ncbi	USA		
1A_HCV-1A/DE/BID-V32/2004	1		2004-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/CH/BID-V263/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/AUS_807/KX621430/AUSTRALIA/2005	1		2005-11-10	ncbi	Australia		
HCV/AUS_101/KX621422/AUSTRALIA/2004	1		2004-06-24	ncbi	Australia		
HCV/HITP300461/KX621504/AUSTRALIA/2008	1		2008-11-03	ncbi	Australia		
HCV/HITP300080/KX621493/AUSTRALIA/2006	1		2006-06-08	ncbi	Australia		
HCV/AUS_2016/KX621435/AUSTRALIA/2007	1		2007-02-08	ncbi	Australia		
HCV/HITP300203/KX621495/AUSTRALIA/2006	1		2006-12-06	ncbi	Australia		
HCV/HITP300256/KU871302/AUSTRALIA/2011	1		2011-12-02	ncbi	Australia		
HCV/HITP300472/KX621505/AUSTRALIA/2009	1		2009-07-01	ncbi	Australia		
HCV/HITCTHD1086MX/KU871303/AUSTRALIA/2012	1		2012-07-12	ncbi	Australia		
HCV/364775/MW689957/UNITED-KINGDOM/2012	1		2012-07-10	ncbi	United Kingdom		
HCV/2000883/MT632157/ISRAEL/2016	1		2016-08-11	ncbi	Israel		
1A_HCV-1A/CH/BID-V264/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/1A_072/LC368374/AUSTRALIA/2003	1		2003-XX-XX	ncbi	Australia	1	1a
1A_HCV-1A/DE/BID-V35/2004	1		2004-XX-XX	ncbi	Germany	1	1a
HCV/P101_161008/MW675792/UNITED-KINGDOM/2008	1		2008-10-16	ncbi	United Kingdom		
HCV/365551/MW689982/UNITED-KINGDOM/2013	1		2013-04-09	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V76/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V335/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1709/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V74/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V319/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V191/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V328/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_V3205/JX463573/USA/2003	1		2003-07-22	ncbi	USA	1	1a
HCV/1A_V3335/JX463634/USA/2006	1		2006-08-04	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V397/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V510/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V446/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_17/LC209879/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/BASMGH89/KX621442/USA/2010	1		2010-11-24	ncbi	USA		
1A_HCV-1A/US/BID-V356/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V89/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_13/LC209875/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_V3186/JX463545/USA/2004	1		2004-06-10	ncbi	USA	1	1a
HCV/1A_V3328/JX463605/USA/2007	1		2007-02-26	ncbi	USA	1	1a
HCV/1A_V3326/JX463551/USA/2003	1		2003-08-06	ncbi	USA	1	1a
HCV/1A_V3200/JX463604/USA/2006	1		2006-07-17	ncbi	USA	1	1a
HCV/1A_V3211/JX463579/USA/2004	1		2004-06-14	ncbi	USA	1	1a
HCV/1A_V3349/JX463640/USA/2007	1		2007-02-16	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V407/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1008035/MW689985/UNITED-KINGDOM/2012	1		2012-11-23	ncbi	United Kingdom		
HCV/1A_V3202/JX463570/USA/2003	1		2003-01-13	ncbi	USA	1	1a
HCV/1A_V3332/JX463631/USA/2006	1		2006-05-30	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V439/2000	1		2000-XX-XX	ncbi	USA	1	1a
HCV/1A_V3331/JX463583/USA/2003	1		2003-04-09	ncbi	USA	1	1a
HCV/1A_V3333/JX463632/USA/2006	1		2006-05-15	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V394/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V360/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V2147/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_V2510/JX463533/USA/2004	1		2004-02-09	ncbi	USA	1	1a
HCV/1A_V2538/JX463593/USA/2007	1		2007-01-30	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V166/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V406/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/BASLSH_19/KX621438/USA/2008	1		2008-06-18	ncbi	USA		
1A_HCV-1A/US/BID-V387/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_V3212/JX463580/USA/2004	1		2004-10-06	ncbi	USA	1	1a
HCV/1A_V2552/JX463623/USA/2007	1		2007-03-20	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V393/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V60/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_V3213/JX463581/USA/2004	1		2004-11-16	ncbi	USA	1	1a
HCV/1A_V2550/JX463621/USA/2007	1		2007-02-01	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V91/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1747/2008	1		2008-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V93/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V250/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V20/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/1A_V3187/JX463546/USA/2002	1		2002-09-18	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V325/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V324/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_013/LC368321/JAPAN/2008	1		2008-XX-XX	ncbi	Japan	1	1a
HCV/1A_089/LC368391/INDONESIA/2007	1		2007-XX-XX	ncbi	Indonesia	1	1a
HCV/1A_RYUKYU_HCV1A_14/LC209876/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_02/LC209864/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V115/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1008040/MW689989/UNITED-KINGDOM/2014	1		2014-01-23	ncbi	United Kingdom		
HCV/NED5-2/KU871301/NETHERLANDS/2014	1		2014-01-01	ncbi	Netherlands		
HCV/G42_250417/MW715687/UNITED-KINGDOM/2017	1		2017-04-25	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V30/2004	1		2004-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/DE/BID-V29/2003	1		2003-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/DE/BID-V37/2004	1		2004-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/DE/BID-V26/2003	1		2003-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/US/BID-V168/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_23/LC209884/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/2000607/MT632127/ISRAEL/2015	1		2015-11-03	ncbi	Israel		
1A_HCV-1A/US/BID-V412/2000	1		2000-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V506/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V114/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/BBAASH156/KX621465/USA/2004	1		2004-05-18	ncbi	USA		
HCV/HITCSTAS0483MX/KU871300/AUSTRALIA/2010	1		2010-05-05	ncbi	Australia		
1A_HCV-1A/US/BID-V96/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V259/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V401/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_008/LC368316/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V190/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/365503/MW689963/UNITED-KINGDOM/2014	1		2014-08-06	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V82/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V426/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1745/2008	1		2008-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V213/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V12/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V321/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_024/LC368332/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V697/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V433/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V13/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/BBAASH154/KX621464/USA/2005	1		2005-11-17	ncbi	USA		
1A_HCV-1A/US/BID-V1717/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V320/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/BBAASH269/KX621471/USA/2008	1		2008-10-09	ncbi	USA		
HCV/UFOTL0107/KX621532/USA/2000	1		2000-11-27	ncbi	USA		
HCV/M003_A_NFLC5/JQ061783/USA/2006	1		2006-11-22	ncbi	USA		
HCV/M003_A_NFLC3/JQ061781/USA/2006	1		2006-11-22	ncbi	USA		
HCV/M003_A_NFLC8/JQ061787/USA/2006	1		2006-11-22	ncbi	USA		
HCV/M003_A_NFLC7/JQ061786/USA/2006	1		2006-11-22	ncbi	USA		
1A_HCV-1A/US/BID-V103/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/BASLSH110/KX621440/USA/2010	1		2010-11-04	ncbi	USA		
1A_HCV-1A/US/BID-V318/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V413/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V457/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V269/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V248/2006	1		2006-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V172/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V181/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V218/1993	1		1993-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V173/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V432/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/BBAASH461/KX621473/USA/2009	1		2009-07-15	ncbi	USA		
HCV/1A_V3185/JX463544/USA/2003	1		2003-06-16	ncbi	USA	1	1a
HCV/1A_V3199/JX463603/USA/2006	1		2006-07-19	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V206/1995	1		1995-XX-XX	ncbi	USA	1	1a
HCV/1106/JX472005/USA/2003	1		2003-XX-XX	ncbi	USA		
HCV/1A_V2511/JX463534/USA/2002	1		2002-11-13	ncbi	USA	1	1a
HCV/1A_V3337/JX463608/USA/2005	1		2005-12-05	ncbi	USA	1	1a
HCV/1A_V2529/JX463568/USA/2003	1		2003-08-13	ncbi	USA	1	1a
HCV/1A_V3341/JX463636/USA/2006	1		2006-08-29	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V453/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/SL36_S/MN628592/SRI-LANKA/2014	1		2014-XX-XX	ncbi	Sri Lanka		
1A_HCV-1A/US/BID-V44/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_V3189/JX463548/USA/2003	1		2003-12-02	ncbi	USA	1	1a
HCV/1A_V3343/JX463609/USA/2006	1		2006-11-17	ncbi	USA	1	1a
HCV/1A_016/LC368324/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1a
HCV/UFORM0041/KX621523/USA/2010	1		2010-09-22	ncbi	USA		
HCV/1A_102/LC368404/INDIA/2010	1		2010-XX-XX	ncbi	India	1	1a
HCV/2000512_S/MT632116/ISRAEL/2015	1		2015-07-28	ncbi	Israel		
HCV/2000810_S/MT632155/ISRAEL/2016	1		2016-05-25	ncbi	Israel		
HCV/2000516/MT632118/ISRAEL/2015	1		2015-07-30	ncbi	Israel		
HCV/2000616_S/MT632130/ISRAEL/2015	1		2015-11-11	ncbi	Israel		
HCV/2000913/MT632159/ISRAEL/2016	1		2016-11-07	ncbi	Israel		
1A_HCV-1A/CH/BID-V243/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V215/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/DE/BID-V28/2003	1		2003-XX-XX	ncbi	Germany	1	1a
HCV/1A_V3207/JX463575/USA/2003	1		2003-10-13	ncbi	USA	1	1a
HCV/2001070_S/MT632175/ISRAEL/2017	1		2017-05-03	ncbi	Israel		
1A_HCV-1A/US/BID-V184/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V203/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V92/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V409/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V456/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_28/LC209888/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_24/LC209885/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_27/LC209887/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_09/LC209871/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_12/LC209874/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_11/LC209873/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_15/LC209877/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_16/LC209878/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_03/LC209865/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V57/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_21/LC209882/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_22/LC209883/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_10/LC209872/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_25/LC209886/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_01/LC209863/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
HCV/1A_RYUKYU_HCV1A_19/LC209880/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1a
